"","website","query","titles","location","wage","skills"
"53","Career Builder","Data Analyst","Data Analyst","null","$82K","Sas (Software)"
"54","Career Builder","Data Analyst","Data Analyst","null","$82K","Web Pages"
"55","Career Builder","Data Analyst","Data Analyst","null","$85K","Attention To Detail"
"56","Career Builder","Data Analyst","Data Analyst","null","$85K","Data Analysis"
"57","Career Builder","Data Analyst","Data Analyst","null","$85K","Data Mapping"
"58","Career Builder","Data Analyst","Data Analyst","null","$85K","Data Mining"
"59","Career Builder","Data Analyst","Data Analyst","null","$85K","Extract Transform Load (Etl)"
"60","Career Builder","Data Analyst","Data Analyst","null","$85K","Forecasting"
"61","Career Builder","Data Analyst","Data Analyst","null","$85K","Reporting Tools"
"62","Career Builder","Data Analyst","Data Analyst","null","$85K","Reports"
"63","Career Builder","Data Analyst","Data Analyst","null","$85K","Sql (Programming Language)"
"64","Career Builder","Data Analyst","Data Analyst","null","$85K","Switch (Electrical Components)"
"65","Career Builder","Data Analyst","Data Analyst","null","$85K","Templates"
"66","Career Builder","Data Analyst","Data Analyst","null","$89K","Analysis"
"67","Career Builder","Data Analyst","Data Analyst","null","$89K","Analytic Applications"
"68","Career Builder","Data Analyst","Data Analyst","null","$89K","Business Intelligence"
"69","Career Builder","Data Analyst","Data Analyst","null","$89K","Communication"
"70","Career Builder","Data Analyst","Data Analyst","null","$89K","Customer Relationship Management"
"71","Career Builder","Data Analyst","Data Analyst","null","$89K","Data Analysis"
"72","Career Builder","Data Analyst","Data Analyst","null","$89K","Eloqua"
"73","Career Builder","Data Analyst","Data Analyst","null","$89K","Mailchimp"
"74","Career Builder","Data Analyst","Data Analyst","null","$89K","Management"
"75","Career Builder","Data Analyst","Data Analyst","null","$89K","Presentations"
"76","Career Builder","Data Analyst","Data Analyst","null","$89K","Reports"
"77","Career Builder","Data Analyst","Data Analyst","null","$95K","Acceptance Testing"
"78","Career Builder","Data Analyst","Data Analyst","null","$95K","Amazon Web Services"
"79","Career Builder","Data Analyst","Data Analyst","null","$95K","Business Process"
"80","Career Builder","Data Analyst","Data Analyst","null","$95K","Business Requirements"
"81","Career Builder","Data Analyst","Data Analyst","null","$95K","User Feedback"
"82","Career Builder","Data Analyst","Data Analyst","null","$95K","Verbal Communication"
"83","Career Builder","Data Analyst","Data Analyst - Sales Support","null","$110K","Analysis"
"84","Career Builder","Data Analyst","Data Analyst - Sales Support","null","$110K","Data Analysis"
"85","Career Builder","Data Analyst","Data Analyst - Sales Support","null","$110K","Pipeline Reporting"
"86","Career Builder","Data Analyst","Data Analyst - Sales Support","null","$110K","Reports"
"87","Career Builder","Data Analyst","Data Analyst - Sales Support","null","$110K","Sales"
"88","Career Builder","Data Analyst","Data Analyst - Sales Support","null","$110K","Timelines"
"89","Career Builder","Data Analyst","Data Analyst / Intern","null","$77K","Apache Hadoop"
"90","Career Builder","Data Analyst","Data Analyst / Intern","null","$77K","Apache Hive"
"91","Career Builder","Data Analyst","Data Analyst / Intern","null","$77K","Apache Spark"
"92","Career Builder","Data Analyst","Data Analyst / Intern","null","$77K","Data Analysis"
"93","Career Builder","Data Analyst","Data Analyst / Intern","null","$77K","Data Mining"
"94","Career Builder","Data Analyst","Data Analyst / Intern","null","$77K","Map Reduce"
"95","Career Builder","Data Analyst","Data Analyst / Report Writer","Contract - 6 months, likely extension and possibility to convert to full time.","$100K","Business Intelligence"
"96","Career Builder","Data Analyst","Data Analyst / Report Writer","Contract - 6 months, likely extension and possibility to convert to full time.","$100K","Dashboard"
"97","Career Builder","Data Analyst","Data Analyst / Report Writer","Contract - 6 months, likely extension and possibility to convert to full time.","$100K","Domo"
"98","Career Builder","Data Analyst","Data Analyst / Report Writer","Contract - 6 months, likely extension and possibility to convert to full time.","$100K","Scripting"
"99","Career Builder","Data Analyst","Data Analyst / Report Writer","Contract - 6 months, likely extension and possibility to convert to full time.","$100K","Solution Delivery"
"100","Career Builder","Data Analyst","Data Analyst / Report Writer","Contract - 6 months, likely extension and possibility to convert to full time.","$100K","Tableau (Busines Intelligence Software)"
"101","Career Builder","Data Analyst","Data Analyst II","null","$120K","Business Intelligence"
"102","Career Builder","Data Analyst","Data Analyst II","null","$120K","Business Intelligence Tools"
"103","Career Builder","Data Analyst","Data Analyst II","null","$120K","Dashboard"
"104","Career Builder","Data Analyst","Data Analyst II","null","$120K","Data Analysis"
"105","Career Builder","Data Analyst","Data Analyst II","null","$120K","Google Tag Manager"
"106","Career Builder","Data Analyst","Data Analyst II","null","$120K","Tableau (Busines Intelligence Software)"
"107","Career Builder","Data Analyst","Data Analyst II","null","$81K","Amazon Web Services"
"108","Career Builder","Data Analyst","Data Analyst II","null","$81K","Complex Problem Solving"
"109","Career Builder","Data Analyst","Data Analyst II","null","$81K","Dashboard"
"110","Career Builder","Data Analyst","Data Analyst II","null","$81K","Data Analysis"
"111","Career Builder","Data Analyst","Data Analyst II","null","$81K","Data Visualization"
"112","Career Builder","Data Analyst","Data Analyst II","null","$81K","Tableau (Busines Intelligence Software)"
"113","Career Builder","Data Analyst","Data Analyst III","Location: Menlo Park, CA","$100K","Dashboard"
"114","Career Builder","Data Analyst","Data Analyst III","Location: Menlo Park, CA","$100K","Data Science"
"115","Career Builder","Data Analyst","Data Analyst III","Location: Menlo Park, CA","$100K","Design Of Experiments"
"116","Career Builder","Data Analyst","Data Analyst III","Location: Menlo Park, CA","$100K","Extract Transform Load (Etl)"
"117","Career Builder","Data Analyst","Data Analyst III","Location: Menlo Park, CA","$100K","Statistics"
"118","Career Builder","Data Analyst","Data Analyst III","Location: Menlo Park, CA","$100K","Tableau (Busines Intelligence Software)"
"119","Career Builder","Data Analyst","Junior Data Analyst","null","$100K","Dashboard"
"120","Career Builder","Data Analyst","Junior Data Analyst","null","$100K","Data Architecture"
"121","Career Builder","Data Analyst","Junior Data Analyst","null","$100K","Data Mining"
"122","Career Builder","Data Analyst","Junior Data Analyst","null","$100K","Data Science"
"123","Career Builder","Data Analyst","Junior Data Analyst","null","$100K","Data Warehousing"
"124","Career Builder","Data Analyst","Junior Data Analyst","null","$100K","Predictive Analytics"
"125","Career Builder","Data Analyst","Lead Data Analyst","null","$100K","Financial Analysis"
"126","Career Builder","Data Analyst","Lead Data Analyst","null","$100K","Financial Modeling"
"127","Career Builder","Data Analyst","Lead Data Analyst","null","$100K","Forecasting"
"128","Career Builder","Data Analyst","Lead Data Analyst","null","$100K","Leadership"
"129","Career Builder","Data Analyst","Lead Data Analyst","null","$100K","Recruitment"
"130","Career Builder","Data Analyst","Lead Data Analyst","null","$100K","Training"
"131","Career Builder","Data Analyst","Master Data Analyst","null","$110K","Data Integrity"
"132","Career Builder","Data Analyst","Master Data Analyst","null","$110K","Drug Enforcement Agency"
"133","Career Builder","Data Analyst","Master Data Analyst","null","$110K","Human Resources"
"134","Career Builder","Data Analyst","Master Data Analyst","null","$110K","Leadership"
"135","Career Builder","Data Analyst","Master Data Analyst","null","$110K","Numbers (Spreadsheet)"
"136","Career Builder","Data Analyst","Master Data Analyst","null","$110K","Project Management"
"137","Career Builder","Data Analyst","Oracle Data Analyst","null","$100K","Disk Cloning"
"138","Career Builder","Data Analyst","Oracle Data Analyst","null","$100K","Extract Transform Load (Etl)"
"139","Career Builder","Data Analyst","Oracle Data Analyst","null","$100K","Materialized View"
"140","Career Builder","Data Analyst","Oracle Data Analyst","null","$100K","Performance Tuning"
"141","Career Builder","Data Analyst","Oracle Data Analyst","null","$100K","R12 (Software)"
"142","Career Builder","Data Analyst","Oracle Data Analyst","null","$100K","Recovery Manager (Rman)"
"143","Career Builder","Data Analyst","null","null","null",""
"144","Career Builder","Data Engineer","31900 Big Data Engineer","null","null","Apache Flume"
"145","Career Builder","Data Engineer","31900 Big Data Engineer","null","null","Apache Hadoop"
"146","Career Builder","Data Engineer","31900 Big Data Engineer","null","null","Apache Hive"
"147","Career Builder","Data Engineer","31900 Big Data Engineer","null","null","Apache Spark"
"148","Career Builder","Data Engineer","31900 Big Data Engineer","null","null","Big Data"
"149","Career Builder","Data Engineer","31900 Big Data Engineer","null","null","Data Ingestion"
"150","Career Builder","Data Engineer","Azure Data Engineer - $130,000 - Long Beach","null","null","Accounting"
"151","Career Builder","Data Engineer","Azure Data Engineer - $130,000 - Long Beach","null","null","Administration"
"152","Career Builder","Data Engineer","Azure Data Engineer - $130,000 - Long Beach","null","null","Batch Scripting"
"153","Career Builder","Data Engineer","Azure Data Engineer - $130,000 - Long Beach","null","null","Communication"
"154","Career Builder","Data Engineer","Azure Data Engineer - $130,000 - Long Beach","null","null","Hosting"
"155","Career Builder","Data Engineer","Azure Data Engineer - $130,000 - Long Beach","null","null","Retailing"
"156","Career Builder","Data Engineer","Big Data Engineer","Leader among IT staffing agencies","$59",".Net Framework"
"157","Career Builder","Data Engineer","Big Data Engineer","Leader among IT staffing agencies","$59","C Sharp (Programming Language)"
"158","Career Builder","Data Engineer","Big Data Engineer","Leader among IT staffing agencies","$59","Java (Programming Language)"
"159","Career Builder","Data Engineer","Big Data Engineer","Leader among IT staffing agencies","$59","Microsoft Sql Servers"
"160","Career Builder","Data Engineer","Big Data Engineer","Leader among IT staffing agencies","$59","Sql (Programming Language)"
"161","Career Builder","Data Engineer","Big Data Engineer","Leader among IT staffing agencies","$59","Vbscript (Visual Basic Scripting Edition)"
"162","Career Builder","Data Engineer","Big Data Engineer","OVERVIEW","$140K","Amazon Web Services"
"163","Career Builder","Data Engineer","Big Data Engineer","OVERVIEW","$140K","Apache Hadoop"
"164","Career Builder","Data Engineer","Big Data Engineer","OVERVIEW","$140K","Apache Hive"
"165","Career Builder","Data Engineer","Big Data Engineer","OVERVIEW","$140K","Apache Spark"
"166","Career Builder","Data Engineer","Big Data Engineer","OVERVIEW","$140K","Big Data"
"167","Career Builder","Data Engineer","Big Data Engineer","OVERVIEW","$140K","Map Reduce"
"168","Career Builder","Data Engineer","Big Data Engineer","null","$130K","Big Data"
"169","Career Builder","Data Engineer","Big Data Engineer","null","$130K","Data Analysis"
"170","Career Builder","Data Engineer","Big Data Engineer","null","$130K","Data Integration"
"171","Career Builder","Data Engineer","Big Data Engineer","null","$130K","Data Management"
"172","Career Builder","Data Engineer","Big Data Engineer","null","$130K","Extract Transform And Load (Etl)"
"173","Career Builder","Data Engineer","Big Data Engineer","null","$130K","Scheduling"
"174","Career Builder","Data Engineer","Big Data Engineer","null","$140K","Amazon Web Services"
"175","Career Builder","Data Engineer","Big Data Engineer","null","$140K","Apache H Base"
"176","Career Builder","Data Engineer","Big Data Engineer","null","$140K","Apache Hadoop"
"177","Career Builder","Data Engineer","Big Data Engineer","null","$140K","Apache Hive"
"178","Career Builder","Data Engineer","Big Data Engineer","null","$140K","Map Reduce"
"179","Career Builder","Data Engineer","Big Data Engineer","null","$140K","No Sql"
"180","Career Builder","Data Engineer","Big Data Engineer","null","$95","Apache Hadoop"
"181","Career Builder","Data Engineer","Big Data Engineer","null","$95","Apache Hive"
"182","Career Builder","Data Engineer","Big Data Engineer","null","$95","Big Data"
"183","Career Builder","Data Engineer","Big Data Engineer","null","$95","Data Pipeline"
"184","Career Builder","Data Engineer","Big Data Engineer","null","$95","Hadoop Distributed File System"
"185","Career Builder","Data Engineer","Big Data Engineer","null","$95","Map Reduce"
"186","Career Builder","Data Engineer","Big Data Engineer - Philadelphia","null","$150K","Apache Hive"
"187","Career Builder","Data Engineer","Big Data Engineer - Philadelphia","null","$150K","Databases"
"188","Career Builder","Data Engineer","Big Data Engineer - Philadelphia","null","$150K","Ecosystem"
"189","Career Builder","Data Engineer","Big Data Engineer - Philadelphia","null","$150K","Information Engineering"
"190","Career Builder","Data Engineer","Big Data Engineer - Philadelphia","null","$150K","Python (Programming Language)"
"191","Career Builder","Data Engineer","Big Data Engineer - Philadelphia","null","$150K","Scala (Programming Language)"
"192","Career Builder","Data Engineer","Big Data Engineer-Chicago-$150k+","null","$160K","Business Intelligence"
"193","Career Builder","Data Engineer","Big Data Engineer-Chicago-$150k+","null","$160K","Data Pipeline"
"194","Career Builder","Data Engineer","Big Data Engineer-Chicago-$150k+","null","$160K","Information Engineering"
"195","Career Builder","Data Engineer","Big Data Engineer-Chicago-$150k+","null","$160K","Python (Programming Language)"
"196","Career Builder","Data Engineer","Big Data Engineer-Chicago-$150k+","null","$160K","Sql (Programming Language)"
"197","Career Builder","Data Engineer","Big Data Engineer-Chicago-$150k+","null","$160K","Systems Design"
"198","Career Builder","Data Engineer","Data Engineer","Division/Department:","$100K","Accounting"
"199","Career Builder","Data Engineer","Data Engineer","Division/Department:","$100K","Engineering"
"200","Career Builder","Data Engineer","Data Engineer","Division/Department:","$100K","Finance"
"201","Career Builder","Data Engineer","Data Engineer","Division/Department:","$100K","Financial Services"
"202","Career Builder","Data Engineer","Data Engineer","Division/Department:","$100K","Investments"
"203","Career Builder","Data Engineer","Data Engineer","Division/Department:","$100K","Java (Programming Language)"
"204","Career Builder","Data Engineer","Data Engineer","Leader among IT staffing agencies","$55","Analysis"
"205","Career Builder","Data Engineer","Data Engineer","Leader among IT staffing agencies","$55","Big Data"
"206","Career Builder","Data Engineer","Data Engineer","Leader among IT staffing agencies","$55","Information Engineering"
"207","Career Builder","Data Engineer","Data Engineer","Leader among IT staffing agencies","$55","Learning"
"208","Career Builder","Data Engineer","Data Engineer","Leader among IT staffing agencies","$55","Python (Programming Language)"
"209","Career Builder","Data Engineer","Data Engineer","Leader among IT staffing agencies","$55","Scripting"
"210","Career Builder","Data Engineer","Data Engineer","null","$100K","Application Programming Interface"
"211","Career Builder","Data Engineer","Data Engineer","null","$100K","Big Data"
"212","Career Builder","Data Engineer","Data Engineer","null","$100K","Business Intelligence Tools"
"213","Career Builder","Data Engineer","Data Engineer","null","$100K","Cloud Computing"
"214","Career Builder","Data Engineer","Data Engineer","null","$100K","Collaborative Filtering"
"215","Career Builder","Data Engineer","Data Engineer","null","$100K","Dashboard"
"216","Career Builder","Data Engineer","Data Engineer","null","$100K","Data Pipeline"
"217","Career Builder","Data Engineer","Data Engineer","null","$100K","Data Store"
"218","Career Builder","Data Engineer","Data Engineer","null","$100K","Deep Learning"
"219","Career Builder","Data Engineer","Data Engineer","null","$100K","Extract Transform And Load (Etl)"
"220","Career Builder","Data Engineer","Data Engineer","null","$100K","Extract Transform Load (Etl)"
"221","Career Builder","Data Engineer","Data Engineer","null","$100K","Information Engineering"
"222","Career Builder","Data Engineer","Data Engineer","null","$100K","Infrastructure"
"223","Career Builder","Data Engineer","Data Engineer","null","$100K","K Means"
"224","Career Builder","Data Engineer","Data Engineer","null","$100K","Oracle Business Intelligence Enterprise Edition"
"225","Career Builder","Data Engineer","Data Engineer","null","$100K","Power Bi"
"226","Career Builder","Data Engineer","Data Engineer","null","$100K","Qlikview"
"227","Career Builder","Data Engineer","Data Engineer","null","$100K","Tableau (Busines Intelligence Software)"
"228","Career Builder","Data Engineer","Data Engineer","null","$110K","Assembling"
"229","Career Builder","Data Engineer","Data Engineer","null","$110K","Business Requirements"
"230","Career Builder","Data Engineer","Data Engineer","null","$110K","Data Architecture"
"231","Career Builder","Data Engineer","Data Engineer","null","$110K","Data Migration"
"232","Career Builder","Data Engineer","Data Engineer","null","$110K","Data Modeling"
"233","Career Builder","Data Engineer","Data Engineer","null","$110K","Data Warehousing"
"234","Career Builder","Data Engineer","Data Engineer","null","$110K","Decision Making"
"235","Career Builder","Data Engineer","Data Engineer","null","$110K","Extract Transform Load (Etl)"
"236","Career Builder","Data Engineer","Data Engineer","null","$110K","Information Security"
"237","Career Builder","Data Engineer","Data Engineer","null","$110K","Learning"
"238","Career Builder","Data Engineer","Data Engineer","null","$110K","Python (Programming Language)"
"239","Career Builder","Data Engineer","Data Engineer","null","$110K","Self Motivation"
"240","Career Builder","Data Engineer","Data Engineer","null","$180K","Architecture"
"241","Career Builder","Data Engineer","Data Engineer","null","$180K","Data Integration"
"242","Career Builder","Data Engineer","Data Engineer","null","$180K","Extract Transform Load (Etl)"
"243","Career Builder","Data Engineer","Data Engineer","null","$180K","Real Time Data"
"244","Career Builder","Data Engineer","Data Engineer","null","$180K","Relational Databases"
"245","Career Builder","Data Engineer","Data Engineer","null","$180K","Scalability"
"246","Career Builder","Data Engineer","Data Engineer","null","$98K","Acceptance Testing"
"247","Career Builder","Data Engineer","Data Engineer","null","$98K","Data Modeling"
"248","Career Builder","Data Engineer","Data Engineer","null","$98K","Data Pipeline"
"249","Career Builder","Data Engineer","Data Engineer","null","$98K","Data Quality"
"250","Career Builder","Data Engineer","Data Engineer","null","$98K","Data Store"
"251","Career Builder","Data Engineer","Data Engineer","null","$98K","Unit Testing"
"252","Career Builder","Data Engineer","Data Engineer","null","$99K","Amazon Web Services"
"253","Career Builder","Data Engineer","Data Engineer","null","$99K","Documentation"
"254","Career Builder","Data Engineer","Data Engineer","null","$99K","Engineering"
"255","Career Builder","Data Engineer","Data Engineer","null","$99K","Gitlab"
"256","Career Builder","Data Engineer","Data Engineer","null","$99K","Java (Programming Language)"
"257","Career Builder","Data Engineer","Data Engineer","null","$99K","Java Database Connectivity"
"258","Career Builder","Data Engineer","Data Engineer","null","$99K","Java Platform Enterprise Edition (J2 Ee)"
"259","Career Builder","Data Engineer","Data Engineer","null","$99K","Operations"
"260","Career Builder","Data Engineer","Data Engineer","null","$99K","Performance Analysis"
"261","Career Builder","Data Engineer","Data Engineer","null","$99K","Predictive Analytics"
"262","Career Builder","Data Engineer","Data Engineer","null","$99K","Project Planning"
"263","Career Builder","Data Engineer","Data Engineer","null","$99K","Python (Programming Language)"
"264","Career Builder","Data Engineer","Data Engineer","null","$99K","Revision Controls"
"265","Career Builder","Data Engineer","Data Engineer","null","$99K","Risk Analysis"
"266","Career Builder","Data Engineer","Data Engineer","null","$99K","Root Cause Analysis"
"267","Career Builder","Data Engineer","Data Engineer","null","$99K","Team Working"
"268","Career Builder","Data Engineer","Data Engineer","null","$99K","Terraform"
"269","Career Builder","Data Engineer","Data Engineer","null","$99K","Testing"
"270","Career Builder","Data Engineer","Data Engineer (Azure/Big Data) - 130K","null","null","Artificial Intelligence"
"271","Career Builder","Data Engineer","Data Engineer (Azure/Big Data) - 130K","null","null","Data Management"
"272","Career Builder","Data Engineer","Data Engineer (Azure/Big Data) - 130K","null","null","Data Processing"
"273","Career Builder","Data Engineer","Data Engineer (Azure/Big Data) - 130K","null","null","Information Engineering"
"274","Career Builder","Data Engineer","Data Engineer (Azure/Big Data) - 130K","null","null","Python (Programming Language)"
"275","Career Builder","Data Engineer","Data Engineer (Azure/Big Data) - 130K","null","null","Scalability"
"276","Career Builder","Data Engineer","Data Engineer (ETL - Talend)","null","$140K","Amazon Web Services"
"277","Career Builder","Data Engineer","Data Engineer (ETL - Talend)","null","$140K","Data Pipeline"
"278","Career Builder","Data Engineer","Data Engineer (ETL - Talend)","null","$140K","Management"
"279","Career Builder","Data Engineer","Data Engineer (ETL - Talend)","null","$140K","Metadata"
"280","Career Builder","Data Engineer","Data Engineer (ETL - Talend)","null","$140K","Perl (Programming Language)"
"281","Career Builder","Data Engineer","Data Engineer (ETL - Talend)","null","$140K","Process Improvements (Computing)"
"282","Career Builder","Data Engineer","Data Engineer - ETL / Java / SQL","null","$140K","Cloud Computing"
"283","Career Builder","Data Engineer","Data Engineer - ETL / Java / SQL","null","$140K","Data Integration"
"284","Career Builder","Data Engineer","Data Engineer - ETL / Java / SQL","null","$140K","Extract Transform Load (Etl)"
"285","Career Builder","Data Engineer","Data Engineer - ETL / Java / SQL","null","$140K","Java (Programming Language)"
"286","Career Builder","Data Engineer","Data Engineer - ETL / Java / SQL","null","$140K","Pl/Sql"
"287","Career Builder","Data Engineer","Data Engineer - ETL / Java / SQL","null","$140K","Relational Databases"
"288","Career Builder","Data Engineer","Data Engineer - New York City","null","$100K","Amazon Relational Database Service"
"289","Career Builder","Data Engineer","Data Engineer - New York City","null","$100K","Business Intelligence"
"290","Career Builder","Data Engineer","Data Engineer - New York City","null","$100K","Information Engineering"
"291","Career Builder","Data Engineer","Data Engineer - New York City","null","$100K","Passionate"
"292","Career Builder","Data Engineer","Data Engineer - New York City","null","$100K","Python (Programming Language)"
"293","Career Builder","Data Engineer","Data Engineer - New York City","null","$100K","Scala (Programming Language)"
"294","Career Builder","Data Engineer","Data Engineer 5","null","$97K","Business Intelligence"
"295","Career Builder","Data Engineer","Data Engineer 5","null","$97K","Dashboard"
"296","Career Builder","Data Engineer","Data Engineer 5","null","$97K","Extract Transform Load (Etl)"
"297","Career Builder","Data Engineer","Data Engineer 5","null","$97K","Power Bi"
"298","Career Builder","Data Engineer","Data Engineer 5","null","$97K","Star Schema"
"299","Career Builder","Data Engineer","Data Engineer 5","null","$97K","Tableau (Busines Intelligence Software)"
"300","Career Builder","Data Engineer","Data Engineer II","null","$110K","Analysis"
"301","Career Builder","Data Engineer","Data Engineer II","null","$110K","Dashboard"
"302","Career Builder","Data Engineer","Data Engineer II","null","$110K","Data Modeling"
"303","Career Builder","Data Engineer","Data Engineer II","null","$110K","Data Quality"
"304","Career Builder","Data Engineer","Data Engineer II","null","$110K","Data Warehousing"
"305","Career Builder","Data Engineer","Data Engineer II","null","$110K","Extract Transform Load (Etl)"
"306","Career Builder","Data Engineer","Data Engineer II","null","$97K","Data Architecture"
"307","Career Builder","Data Engineer","Data Engineer II","null","$97K","Data Cleansing"
"308","Career Builder","Data Engineer","Data Engineer II","null","$97K","Data Governance"
"309","Career Builder","Data Engineer","Data Engineer II","null","$97K","Data Modeling"
"310","Career Builder","Data Engineer","Data Engineer II","null","$97K","Data Warehousing"
"311","Career Builder","Data Engineer","Data Engineer II","null","$97K","Extract Transform Load (Etl)"
"312","Career Builder","Data Engineer","Data Engineer III","null","$110K","Data Management"
"313","Career Builder","Data Engineer","Data Engineer III","null","$110K","Software Design"
"314","Career Builder","Data Engineer","Data Engineer III","null","$110K","Sql Server Integration Services"
"315","Career Builder","Data Engineer","Data Engineer III","null","$110K","Sql Server Reporting Services"
"316","Career Builder","Data Engineer","Data Engineer III","null","$110K","System Procedures"
"317","Career Builder","Data Engineer","Data Engineer III","null","$110K","Systems Development Life Cycle"
"318","Career Builder","Data Engineer","Data Engineer IV","null","$110K","Computer Sciences"
"319","Career Builder","Data Engineer","Data Engineer IV","null","$110K","Data Modeling"
"320","Career Builder","Data Engineer","Data Engineer IV","null","$110K","Data Warehousing"
"321","Career Builder","Data Engineer","Data Engineer IV","null","$110K","Extract Transform Load (Etl)"
"322","Career Builder","Data Engineer","Data Engineer IV","null","$110K","Operations"
"323","Career Builder","Data Engineer","Data Engineer IV","null","$110K","Relational Databases"
"324","Career Builder","Data Engineer","Full-time position-- Data Engineer","null","$59K","Data Pipeline"
"325","Career Builder","Data Engineer","Full-time position-- Data Engineer","null","$59K","Databases"
"326","Career Builder","Data Engineer","Full-time position-- Data Engineer","null","$59K","Microsoft Sql Servers"
"327","Career Builder","Data Engineer","Full-time position-- Data Engineer","null","$59K","Power Bi"
"328","Career Builder","Data Engineer","Full-time position-- Data Engineer","null","$59K","Query Tuning"
"329","Career Builder","Data Engineer","Full-time position-- Data Engineer","null","$59K","Visualization"
"330","Career Builder","Data Engineer","LEAD DATA ENGINEER","null","$110K","Apache Hadoop"
"331","Career Builder","Data Engineer","LEAD DATA ENGINEER","null","$110K","Apache Hive"
"332","Career Builder","Data Engineer","LEAD DATA ENGINEER","null","$110K","Apache Oozie"
"333","Career Builder","Data Engineer","LEAD DATA ENGINEER","null","$110K","Apache Spark"
"334","Career Builder","Data Engineer","LEAD DATA ENGINEER","null","$110K","Big Data"
"335","Career Builder","Data Engineer","Lead Big Data (Hadoop/Spark) Engineer","null","null","Apache Spark"
"336","Career Builder","Data Engineer","Lead Big Data (Hadoop/Spark) Engineer","null","null","Big Data"
